snapshot_date,id,sku,name,price_list,price_sale,rating,reviews_count,product_url
2026-01-29,PA0009500067,9500067,Weatherstrip Foam Seal,8.99,5.99,0.0,0,https://www.princessauto.com/en/weatherstrip-foam-seal/product/PA0009500067?ratings=reviews
2026-01-29,PA0009433459,9433459,Chrome Receiver Cover,3.99,2.79,4.0,6,https://www.princessauto.com/en/chrome-receiver-cover/product/PA0009433459?ratings=reviews
2026-01-29,PA0009518820,9518820,6-1/2 in. Bucket Scoop,9.99,6.99,0.0,0,https://www.princessauto.com/en/6-1-2-in-bucket-scoop/product/PA0009518820?ratings=reviews
2026-01-29,PA0009106238,9106238,6 pk Thunder Cap Targets,4.99,1.99,5.0,3,https://www.princessauto.com/en/6-pk-thunder-cap-targets/product/PA0009106238?ratings=reviews
2026-01-29,PA0009259532,9259532,10 in. Window Squeegee,9.99,3.99,5.0,2,https://www.princessauto.com/en/10-in-window-squeegee/product/PA0009259532?ratings=reviews
2026-01-29,PA0009534223,9534223,15 pc Brush Set,4.99,3.49,5.0,1,https://www.princessauto.com/en/15-pc-brush-set/product/PA0009534223?ratings=reviews
2026-01-29,PA0009278458,9278458,8 pc 1/4 in. dr Universal Socket Set with Tray,9.99,6.99,5.0,1,https://www.princessauto.com/en/8-pc-1-4-in-dr-universal-socket-set-with-tray/product/PA0009278458?ratings=reviews
2026-01-29,PA0009426594,9426594,8 pk 1-3/8 in. Screw Hooks,2.99,1.99,5.0,1,https://www.princessauto.com/en/8-pk-1-3-8-in-screw-hooks/product/PA0009426594?ratings=reviews
2026-01-29,PA0009390246,9390246,CATERPILLAR Trimmable Trunk Mat,49.99,34.99,4.0,1,https://www.princessauto.com/en/trimmable-trunk-mat/product/PA0009390246?ratings=reviews
2026-01-29,PA0009208919,9208919,2 pk LED Accent Lights,11.99,6.99,5.0,2,https://www.princessauto.com/en/2-pk-led-accent-lights/product/PA0009208919?ratings=reviews
2026-01-29,PA0009242116,9242116,USB-C to 3.5 mm Connector,6.99,3.99,4.5,2,https://www.princessauto.com/en/usb-c-to-35-mm-connector/product/PA0009242116?ratings=reviews
2026-01-29,PA1000003035,UNKNOWN,ERICKSON Kinetic Recovery Ropes,99.99,99.99,4.8,37,https://www.princessauto.com/en/kinetic-recovery-ropes/product/PA1000003035?ratings=reviews
2026-01-29,PA0008966640,8966640,100 ft 550 lb High-Vis Green Paracord,11.99,7.99,4.9,7,https://www.princessauto.com/en/100-ft-550-lb-high-vis-green-paracord/product/PA0008966640?ratings=reviews
2026-01-29,PA0009220914,9220914,3 pk USB Adapters,11.99,7.99,3.7,3,https://www.princessauto.com/en/3-pk-usb-adapters/product/PA0009220914?ratings=reviews
2026-01-29,PA0009507575,9507575,4 in. x 5 ft Waterproof Tape,7.99,5.49,0.0,0,https://www.princessauto.com/en/4-in-x-5-ft-waterproof-tape/product/PA0009507575?ratings=reviews
2026-01-29,PA0009434812,9434812,12 ft 10 Gauge Booster Cable,14.99,9.99,5.0,1,https://www.princessauto.com/en/12-ft-10-gauge-booster-cable/product/PA0009434812?ratings=reviews
2026-01-29,PA0009351776,9351776,2 pk Bluetooth Key Trackers,14.99,9.99,1.0,2,https://www.princessauto.com/en/2-pk-bluetooth-key-trackers/product/PA0009351776?ratings=reviews
2026-01-29,PA0009500380,9500380,"5/8 in. x 14 ft 5,000 lb Tow Rope",11.99,8.39,5.0,1,https://www.princessauto.com/en/5-8-in-x-14-ft-5000-lb-tow-rope/product/PA0009500380?ratings=reviews
2026-01-29,PA0009508128,9508128,6 in. Barrel Bolt,3.99,2.79,4.8,25,https://www.princessauto.com/en/6-in-barrel-bolt/product/PA0009508128?ratings=reviews
2026-01-29,PA0008907289,8907289,GRIP 12 pk Microfibre Cleaning Cloths,11.99,7.77,4.7,42,https://www.princessauto.com/en/12-pk-microfibre-cleaning-cloths/product/PA0008907289?ratings=reviews
2026-01-29,PA0009268491,9268491,12 pk #0 Fine Steel Wool Pads,5.99,3.99,5.0,1,https://www.princessauto.com/en/12-pk-0-fine-steel-wool-pads/product/PA0009268491?ratings=reviews
2026-01-29,PA0009297607,9297607,3 pk 5/16 in. Magnetic Nut Drivers,7.99,4.99,5.0,1,https://www.princessauto.com/en/3-pk-5-16-in-magnetic-nut-drivers/product/PA0009297607?ratings=reviews
2026-01-29,PA0009247487,9247487,2 pk Dusk-to-Dawn LED Light Bulbs,14.99,8.99,4.9,13,https://www.princessauto.com/en/2-pk-dusk-to-dawn-led-light-bulbs/product/PA0009247487?ratings=reviews
2026-01-29,PA1000000271,UNKNOWN,POWERFIST Tan Pile Lined Mitts,11.99,7.99,4.6,52,https://www.princessauto.com/en/tan-pile-lined-mitts/product/PA1000000271?ratings=reviews
2026-01-29,PA0009438508,9438508,6 pc Wall Repair Patch Set,9.99,4.99,0.0,0,https://www.princessauto.com/en/6-pc-wall-repair-patch-set/product/PA0009438508?ratings=reviews
2026-01-29,PA0009534256,9534256,8-in-1 Screwdriver with Light,8.99,5.99,1.0,1,https://www.princessauto.com/en/8-in-1-screwdriver-with-light/product/PA0009534256?ratings=reviews
2026-01-29,PA1000002228,UNKNOWN,Foam Floor Squeegees,15.99,9.99,4.0,2,https://www.princessauto.com/en/foam-floor-squeegees/product/PA1000002228?ratings=reviews
2026-01-29,PA0009425356,9425356,Microphone Shield,9.99,5.99,5.0,3,https://www.princessauto.com/en/microphone-shield/product/PA0009425356?ratings=reviews
2026-01-29,PA1000001984,UNKNOWN,WATSON GLOVES North of 49 Lined Gloves,49.99,34.99,3.5,4,https://www.princessauto.com/en/north-of-49-lined-gloves/product/PA1000001984?ratings=reviews
2026-01-29,PA0009518804,9518804,3-1/2 in. Wired Silver Thermometer,11.99,8.39,0.0,0,https://www.princessauto.com/en/3-1-2-in-wired-silver-thermometer/product/PA0009518804?ratings=reviews
2026-01-29,PA0009523093,9523093,18 in. BBQ Mop Brush,7.99,4.99,0.0,0,https://www.princessauto.com/en/18-in-bbq-mop-brush/product/PA0009523093?ratings=reviews
2026-01-29,PA0009495409,9495409,3 pc Countersink Set,7.99,4.99,5.0,1,https://www.princessauto.com/en/3-pc-countersink-set/product/PA0009495409?ratings=reviews
2026-01-29,PA0009535410,9535410,Pet Waste Scoop Set,14.99,9.99,4.0,1,https://www.princessauto.com/en/pet-waste-scoop-set/product/PA0009535410?ratings=reviews
2026-01-29,PA0009483918,9483918,100 pk Twist-On Wire Connectors,6.99,3.99,0.0,0,https://www.princessauto.com/en/100-pk-twist-on-wire-connectors/product/PA0009483918?ratings=reviews
2026-01-29,PA0009509654,9509654,20 mm Shear Pruner,17.99,9.99,0.0,0,https://www.princessauto.com/en/20-mm-shear-pruner/product/PA0009509654?ratings=reviews
2026-01-29,PA0008967564,8967564,4 pr Polyester Nitrile Palm Gloves,6.99,3.99,4.3,6,https://www.princessauto.com/en/4-pr-polyester-nitrile-palm-gloves/product/PA0008967564?ratings=reviews
2026-01-29,PA0006420293,6420293,GOJO Natural Orange Pumice Hand Cleaner,17.99,9.99,4.6,34,https://www.princessauto.com/en/natural-orange-pumice-hand-cleaner/product/PA0006420293?ratings=reviews
2026-01-29,PA1000002739,UNKNOWN,MASTER MAGNETICS Round Base Magnets,7.99,4.99,4.6,43,https://www.princessauto.com/en/round-base-magnets/product/PA1000002739?ratings=reviews
2026-01-29,PA1000003311,UNKNOWN,BERNE Knit Cuffed Toques,12.99,9.99,4.8,13,https://www.princessauto.com/en/knit-cuffed-toques/product/PA1000003311?ratings=reviews
2026-01-29,PA0009196759,9196759,PVC Cable Saw,6.99,3.99,4.5,2,https://www.princessauto.com/en/pvc-cable-saw/product/PA0009196759?ratings=reviews
2026-01-29,PA0009434580,9434580,22 in. Snow Brush/Scraper,6.99,4.89,5.0,2,https://www.princessauto.com/en/22-in-snow-brush-scraper/product/PA0009434580?ratings=reviews
2026-01-29,PA1000000224,UNKNOWN,POWERFIST Lined Leather Mitts,19.99,14.99,4.7,19,https://www.princessauto.com/en/lined-leather-mitts/product/PA1000000224?ratings=reviews
2026-01-29,PA0009499492,9499492,6 in. Steel Contour Gauge,9.99,5.99,0.0,0,https://www.princessauto.com/en/6-in-steel-contour-gauge/product/PA0009499492?ratings=reviews
2026-01-29,PA0009497223,9497223,5 x 24 in. Door Step Mat,11.99,7.99,5.0,1,https://www.princessauto.com/en/5-x-24-in-door-step-mat/product/PA0009497223?ratings=reviews
2026-01-29,PA0009526039,9526039,LED Painter's Pole Light,6.99,4.49,0.0,0,https://www.princessauto.com/en/led-painters-pole-light/product/PA0009526039?ratings=reviews
2026-01-29,PA0009420274,9420274,8 in. Electrician's Blemished Pliers,9.99,6.99,0.0,0,https://www.princessauto.com/en/8-in-electricians-blemished-pliers/product/PA0009420274?ratings=reviews
2026-01-29,PA1000002833,UNKNOWN,POWERFIST Individual Slotted Screwdrivers,8.99,6.99,1.0,1,https://www.princessauto.com/en/individual-slotted-screwdrivers/product/PA1000002833?ratings=reviews
2026-01-29,PA0009282450,9282450,300W Bronze Outdoor Flood Light,5.99,1.99,5.0,3,https://www.princessauto.com/en/300w-bronze-outdoor-flood-light/product/PA0009282450?ratings=reviews
2026-01-29,PA0009513680,9513680,3-1/2 in. Spring Gate Hinge,6.99,4.49,0.0,0,https://www.princessauto.com/en/3-1-2-in-spring-gate-hinge/product/PA0009513680?ratings=reviews
2026-01-29,PA0009282468,9282468,300W White Outdoor Flood Light,5.99,1.99,4.5,4,https://www.princessauto.com/en/300w-white-outdoor-flood-light/product/PA0009282468?ratings=reviews
2026-01-29,PA0009426669,9426669,100 pk 3/16 x 1-1/4 in. Concrete Screws,12.99,7.99,4.0,1,https://www.princessauto.com/en/100-pk-3-16-x-1-1-4-in-concrete-screws/product/PA0009426669?ratings=reviews
2026-01-29,PA0009279456,9279456,5 pk 2-1/2 in. Brass Barrel Bolts,14.99,4.99,5.0,1,https://www.princessauto.com/en/5-pk-2-1-2-in-brass-barrel-bolts/product/PA0009279456?ratings=reviews
2026-01-29,PA0008966616,8966616,100 ft 550 lb Black and Reflective Orange Paracord,11.99,7.99,4.6,5,https://www.princessauto.com/en/100-ft-550-lb-black-and-reflective-orange-paracord/product/PA0008966616?ratings=reviews
2026-01-29,PA0009308941,9308941,4-in-1 Quick-Change Tube Bender Plier,21.99,11.99,3.0,2,https://www.princessauto.com/en/4-in-1-quick-change-tube-bender-plier/product/PA0009308941?ratings=reviews
2026-01-29,PA1000003585,UNKNOWN,POWERFIST Industrial Single-Outlet Lighted Extension Cords,79.99,79.99,4.6,19,https://www.princessauto.com/en/industrial-single-outlet-lighted-extension-cords/product/PA1000003585?ratings=reviews
2026-01-29,PA0009417882,9417882,POWERFIST Large Axe Leather Cover,19.99,9.99,0.0,0,https://www.princessauto.com/en/large-axe-leather-cover/product/PA0009417882?ratings=reviews
2026-01-29,PA1000003591,UNKNOWN,POWERFIST 12/3 Triple-Outlet Contractor-Grade Extension Cords,79.99,79.99,4.7,131,https://www.princessauto.com/en/12-3-triple-outlet-contractor-grade-extension-cords/product/PA1000003591?ratings=reviews
2026-01-29,PA0009418104,9418104,POWERFIST 16 ft x 3/4 in. SAE/Metric Tape Measure,2.99,2.99,5.0,2,https://www.princessauto.com/en/16-ft-x-3-4-in-sae-metric-tape-measure/product/PA0009418104?ratings=reviews
2026-01-29,PA0009334368,9334368,48 mm x 100 yd Clear Packing Tape,3.49,2.39,4.6,7,https://www.princessauto.com/en/48-mm-x-100-yd-clear-packing-tape/product/PA0009334368?ratings=reviews
2026-01-29,PA0009532805,9532805,1/4 in. x 100 ft Poly Rope,4.99,3.49,0.0,0,https://www.princessauto.com/en/1-4-in-x-100-ft-poly-rope/product/PA0009532805?ratings=reviews
2026-01-29,PA1000001988,UNKNOWN,WATSON GLOVES Range Rider Lined Gloves,49.99,32.99,3.0,1,https://www.princessauto.com/en/range-rider-lined-gloves/product/PA1000001988?ratings=reviews
2026-01-29,PA0009511429,9511429,Blue Titanium-Bladed Pruning Shears,6.99,4.49,0.0,0,https://www.princessauto.com/en/blue-titanium-bladed-pruning-shears/product/PA0009511429?ratings=reviews
2026-01-29,PA0009389636,9389636,Large Indoor/Outdoor Rodent Trap,4.99,2.99,3.3,3,https://www.princessauto.com/en/large-indoor-outdoor-rodent-trap/product/PA0009389636?ratings=reviews
2026-01-29,PA1000002757,UNKNOWN,POWERFIST Cutting Pliers,8.99,8.99,4.2,33,https://www.princessauto.com/en/cutting-pliers/product/PA1000002757?ratings=reviews
2026-01-29,PA0009374141,9374141,2 pk Fence Wire Twisters,2.99,1.99,0.0,0,https://www.princessauto.com/en/2-pk-fence-wire-twisters/product/PA0009374141?ratings=reviews
2026-01-29,PA0009527243,9527243,83 ml White Siliconized Acrylic Caulk,5.99,3.99,0.0,0,https://www.princessauto.com/en/83-ml-white-siliconized-acrylic-caulk/product/PA0009527243?ratings=reviews
2026-01-29,PA1000002379,UNKNOWN,POWERFIST Heavy Duty Poly Tarps,24.99,24.99,4.4,1124,https://www.princessauto.com/en/heavy-duty-poly-tarps/product/PA1000002379?ratings=reviews
2026-01-29,PA1000003022,UNKNOWN,ERICKSON Horizontal E-Track Strips,49.99,49.99,4.8,153,https://www.princessauto.com/en/horizontal-e-track-strips/product/PA1000003022?ratings=reviews
2026-01-29,PA0009279613,9279613,5 pk 1-1/2 in. Brass Utility Hinges,5.99,3.49,4.0,3,https://www.princessauto.com/en/5-pk-1-1-2-in-brass-utility-hinges/product/PA0009279613?ratings=reviews
2026-01-29,PA0009385675,9385675,10 pk #6 Service Entrance Staples,1.99,1.29,0.0,0,https://www.princessauto.com/en/10-pk-6-service-entrance-staples/product/PA0009385675?ratings=reviews
2026-01-29,PA0009385451,9385451,4 ft Fibreglass Stake,3.49,1.99,5.0,4,https://www.princessauto.com/en/4-ft-fibreglass-stake/product/PA0009385451?ratings=reviews
2026-01-29,PA1000003250,UNKNOWN,POWERFIST Large Multi-Angle Welding Magnets,12.99,12.99,4.6,47,https://www.princessauto.com/en/large-multi-angle-welding-magnets/product/PA1000003250?ratings=reviews
2026-01-29,PA0009385659,9385659,10 pk #2 Service Entrance Staples,1.99,0.79,0.0,0,https://www.princessauto.com/en/10-pk-2-service-entrance-staples/product/PA0009385659?ratings=reviews
2026-01-29,PA1000002708,UNKNOWN,POWERFIST Engineer Hammer with Fibreglass Handles,24.99,24.99,4.6,11,https://www.princessauto.com/en/engineer-hammer-with-fibreglass-handles/product/PA1000002708?ratings=reviews
2026-01-29,PA0009418096,9418096,POWERFIST 26 ft x 1 in. SAE/Metric Tape Measure,4.99,4.99,4.0,1,https://www.princessauto.com/en/26-ft-x-1-in-sae-metric-tape-measure/product/PA0009418096?ratings=reviews
2026-01-29,PA0008122236,8122236,POWERFIST 2 pk Desiccant for Air Dryer 8105470,9.99,3.99,0.0,0,https://www.princessauto.com/en/2-pk-desiccant-for-air-dryer-8105470/product/PA0008122236?ratings=reviews
2026-01-29,PA0009355678,9355678,15 pk 5 in. 80 Grit Sandpaper Discs,7.99,4.99,4.5,4,https://www.princessauto.com/en/15-pk-5-in-80-grit-sandpaper-discs/product/PA0009355678?ratings=reviews
2026-01-29,PA0009526005,9526005,Pro Paint Edger,4.99,3.49,0.0,0,https://www.princessauto.com/en/pro-paint-edger/product/PA0009526005?ratings=reviews
2026-01-29,PA0009517301,9517301,3-Way Air Manifold,3.99,2.49,0.0,0,https://www.princessauto.com/en/3-way-air-manifold/product/PA0009517301?ratings=reviews
2026-01-29,PA1000002149,UNKNOWN,POWERFIST Primary Wire,11.99,11.99,5.0,2,https://www.princessauto.com/en/primary-wire/product/PA1000002149?ratings=reviews
2026-01-29,PA0009150228,9150228,"WARN 10,000 lb 12V DC Winch",1049.99,749.99,5.0,5,https://www.princessauto.com/en/10000-lb-12v-dc-winch/product/PA0009150228?ratings=reviews
2026-01-29,PA0009210592,9210592,3 pr 22 dB NRR Earplugs,2.99,1.79,4.0,1,https://www.princessauto.com/en/3-pr-22-db-nrr-earplugs/product/PA0009210592?ratings=reviews
2026-01-29,PA0009532706,9532706,5/8 in. Countersink Drill Bit,2.49,1.69,0.0,0,https://www.princessauto.com/en/5-8-in-countersink-drill-bit/product/PA0009532706?ratings=reviews
2026-01-29,PA0009526021,9526021,Paint Roller Frame Ceiling Protector,2.99,1.99,0.0,0,https://www.princessauto.com/en/paint-roller-frame-ceiling-protector/product/PA0009526021?ratings=reviews
2026-01-29,PA0008938474,8938474,15L x 6W x 6H in. Tote,5.99,3.29,4.6,48,https://www.princessauto.com/en/15l-x-6w-x-6h-in-tote/product/PA0008938474?ratings=reviews
2026-01-29,PA1000002483,UNKNOWN,Wood Dowel Pins,3.99,3.99,5.0,1,https://www.princessauto.com/en/wood-dowel-pins/product/PA1000002483?ratings=reviews
2026-01-29,PA0009242124,9242124,USB-C to 3.5 mm Connector with Charge Port,11.99,7.99,2.7,6,https://www.princessauto.com/en/usb-c-to-35-mm-connector-with-charge-port/product/PA0009242124?ratings=reviews
2026-01-29,PA1000001848,UNKNOWN,POWERFIST 16 pc Combination Wrench Sets,29.99,29.99,0.0,0,https://www.princessauto.com/en/16-pc-combination-wrench-sets/product/PA1000001848?ratings=reviews
2026-01-29,PA0009417874,9417874,POWERFIST Small Hatchet Axe Leather Cover,12.99,7.99,2.5,2,https://www.princessauto.com/en/small-hatchet-axe-leather-cover/product/PA0009417874?ratings=reviews
2026-01-29,PA0009191941,9191941,Heavy Duty Storage Rack,229.99,229.99,4.5,10,https://www.princessauto.com/en/heavy-duty-storage-rack/product/PA0009191941?ratings=reviews
2026-01-29,PA0009337064,9337064,4 pk Cup Hooks,1.99,0.99,5.0,1,https://www.princessauto.com/en/4-pk-cup-hooks/product/PA0009337064?ratings=reviews
2026-01-29,PA1000003544,UNKNOWN,Stainless-Steel Pails,24.99,24.99,4.7,135,https://www.princessauto.com/en/stainless-steel-pails/product/PA1000003544?ratings=reviews
2026-01-29,PA0009206400,9206400,16 pc Outlet/Switch Insulator Set with Safety Caps,4.99,2.49,0.0,0,https://www.princessauto.com/en/16-pc-outlet-switch-insulator-set-with-safety-caps/product/PA0009206400?ratings=reviews
2026-01-29,PA1000001986,UNKNOWN,WATSON GLOVES Scape Goat Driver Gloves,19.99,14.99,4.0,4,https://www.princessauto.com/en/scape-goat-driver-gloves/product/PA1000001986?ratings=reviews
2026-01-29,PA0009532664,9532664,6-1/2 in. 30T Carbide Saw Blade,4.99,3.49,0.0,0,https://www.princessauto.com/en/6-1-2-in-30t-carbide-saw-blade/product/PA0009532664?ratings=reviews
2026-01-29,PA1000001992,UNKNOWN,WATSON GLOVES Red Baron Lined Gloves,21.99,13.17,4.0,4,https://www.princessauto.com/en/red-baron-lined-gloves/product/PA1000001992?ratings=reviews
2026-01-29,PA0009478892,9478892,POWERFIST 32 pc Combination Ratcheting Wrench Set,199.99,149.99,0.0,0,https://www.princessauto.com/en/32-pc-combination-ratcheting-wrench-set/product/PA0009478892?ratings=reviews
2026-01-29,PA0009313495,9313495,10 pk 100 Grit Foam Sanding Pads,9.99,5.99,5.0,1,https://www.princessauto.com/en/10-pk-100-grit-foam-sanding-pads/product/PA0009313495?ratings=reviews
2026-01-29,PA0009320391,9320391,Monitor Mount for Headphones,4.99,2.49,5.0,1,https://www.princessauto.com/en/monitor-mount-for-headphones/product/PA0009320391?ratings=reviews
2026-01-29,PA0009513516,9513516,8 in. Plastic Squeegee,5.99,4.19,3.0,1,https://www.princessauto.com/en/8-in-plastic-squeegee/product/PA0009513516?ratings=reviews
2026-01-29,PA0009517269,9517269,7 pc Lock Twist Discs,9.99,6.99,0.0,0,https://www.princessauto.com/en/7-pc-lock-twist-discs/product/PA0009517269?ratings=reviews
2026-01-29,PA0009303025,9303025,12 in. Hacksaw,11.99,6.99,3.6,5,https://www.princessauto.com/en/12-in-hacksaw/product/PA0009303025?ratings=reviews
2026-01-29,PA0009484825,9484825,20 in. All-Season Wiper Blade,7.99,4.99,0.0,0,https://www.princessauto.com/en/20-in-all-season-wiper-blade/product/PA0009484825?ratings=reviews
2026-01-29,PA0009289109,9289109,5 in. Sanding and Polishing Kit,14.99,6.99,0.0,0,https://www.princessauto.com/en/5-in-sanding-and-polishing-kit/product/PA0009289109?ratings=reviews
2026-01-29,PA0009512252,9512252,11 in. Basin Wrench,12.99,7.99,0.0,0,https://www.princessauto.com/en/11-in-basin-wrench/product/PA0009512252?ratings=reviews
2026-01-29,PA0009092578,9092578,4 pk Multi-Purpose Screw Hooks,3.99,2.99,5.0,7,https://www.princessauto.com/en/4-pk-multi-purpose-screw-hooks/product/PA0009092578?ratings=reviews
2026-01-29,PA0009500075,9500075,Grill Cleaning Brush,8.99,6.49,5.0,1,https://www.princessauto.com/en/grill-cleaning-brush/product/PA0009500075?ratings=reviews
2026-01-29,PA0009101775,9101775,POWERFIST 4-1/2 in. 24T Wood Cutting Mini Circular Saw Blade,9.99,5.99,4.0,6,https://www.princessauto.com/en/4-1-2-in-24t-wood-cutting-mini-circular-saw-blade/product/PA0009101775?ratings=reviews
2026-01-29,PA0008259210,8259210,POWERFIST Electric Heat Gun,34.99,14.44,4.4,149,https://www.princessauto.com/en/electric-heat-gun/product/PA0008259210?ratings=reviews
2026-01-29,PA0009504838,9504838,Small Hooded Disposable Coverall,6.99,3.49,0.0,0,https://www.princessauto.com/en/small-hooded-disposable-coverall/product/PA0009504838?ratings=reviews
2026-01-29,PA0009092842,9092842,12V Motor,1.99,0.99,3.8,8,https://www.princessauto.com/en/12v-motor/product/PA0009092842?ratings=reviews
2026-01-29,PA0009170614,9170614,POWERFIST 14 in. Tool Bag,32.99,19.99,4.9,8,https://www.princessauto.com/en/14-in-tool-bag/product/PA0009170614?ratings=reviews
2026-01-29,PA0009249004,9249004,10 pk 3/4 in. Magnetic Balls,8.49,5.89,5.0,1,https://www.princessauto.com/en/10-pk-3-4-in-magnetic-balls/product/PA0009249004?ratings=reviews
2026-01-29,PA0009502394,9502394,1/4 in. Hex Shank Titanium Drill Bit,3.99,2.49,0.0,0,https://www.princessauto.com/en/1-4-in-hex-shank-titanium-drill-bit/product/PA0009502394?ratings=reviews
2026-01-29,PA0009233032,9233032,500 ml Bottle with Pump,2.99,0.99,4.0,2,https://www.princessauto.com/en/500-ml-bottle-with-pump/product/PA0009233032?ratings=reviews
2026-01-29,PA0008618936,8618936,CAN DRY Can Dry Supreme All-Purpose Absorbent,24.99,16.99,4.6,23,https://www.princessauto.com/en/can-dry-supreme-all-purpose-absorbent/product/PA0008618936?ratings=reviews
2026-01-29,PA0009242132,9242132,USB-C to HDMI Adapter,14.99,8.99,4.5,2,https://www.princessauto.com/en/usb-c-to-hdmi-adapter/product/PA0009242132?ratings=reviews
2026-01-29,PA0009514175,9514175,Universal Tool Rack Hook,3.99,2.49,0.0,0,https://www.princessauto.com/en/universal-tool-rack-hook/product/PA0009514175?ratings=reviews
